genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	year_numeric	lineage_stratum	time_stratum	rank_hash	selection_reason	tree_role	background_replicate
CHN::SAMN44584039	SAMN44584039	SAMN44584039	GCA_050973925		CHN	China	2024-04-18	2024-04-18	2024-04-18	2024	4	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-04	1b0e7ee0ca9d1dd929ceb755314ab819b79dc9a9eae47512c45f5bffdd1d3c8d	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN50152069	SAMN50152069	SAMN50152069	GCA_053472205		CHN	China	2024	2024-01-01	2024-12-31	2024			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024	1b3204cb009be429d483ece7583563bf938e4228f296fd122911e177803f9974	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989595	SAMEA117989595	SAMEA117989595		ERR14837991	BEL	Belgium	2023-11-27	2023-11-27	2023-11-27	2023	11	4	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 2	2023-11	1b59b487a4bf06e70024d71e3320232cb3f1baeea5ece8b7fd01dc27aa8f2887	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989517	SAMEA117989517	SAMEA117989517		ERR14837913	BEL	Belgium	2020-03-16	2020-03-16	2020-03-16	2020	3	1	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			ptxP3/fim3-1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2020.0	ptxP3/fim3-1	2020-03	1bde3e8571821161cc19fca39679cfe5340c217d688c6a45cf47df6f07befabe	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00920272	SAMD00920272	SAMD00920272		DRR900578	JPN	Japan	2024	2024-01-01	2024-12-31	2024			year	False	PRJDB34249	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2024.0	UNKNOWN_LINEAGE	2024	1c1684a8ef1c37d86cd712afee25a84373e5bead906aac291976b6f5514238b7	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44584040	SAMN44584040	SAMN44584040	GCA_050973905		CHN	China	2024-04-18	2024-04-18	2024-04-18	2024	4	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-04	1c49ba677e2436ea00a990ae1432ea256aec702c4230fc1969f436930d4e4c47	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989533	SAMEA117989533	SAMEA117989533		ERR14837929	BEL	Belgium	2023-05-08	2023-05-08	2023-05-08	2023	5	2	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 2	2023-05	1cc5a8a19db1955ba797777c325f0863860b015a76e144c44371bf9844c1da30	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44590292	SAMN44590292	SAMN44590292	GCA_050978975		CHN	China	2024-08-01	2024-08-01	2024-08-01	2024	8	3	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-08	1ccf47918c58bcc90c8ae61d1ea50e0a7c386887ade0ee323d981cd7bede6ddb	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN45156066	SRS23447309	SAMN45156066	RRASM_SRR31615277	SRR31615277	CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	ptxP3/fim3-1	2024	1ceb01d13c988a253c64f23a1c747d975d00efcba58f0c693c3560f5846d6966	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN45156041	SRS23447281	SAMN45156041	RRASM_SRR31615305	SRR31615305	CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	ptxP3/fim3-1	2024	1de609819fd2157f9a50d80c56edaa21b3d9c61245d27fdfbae5626799dcff2d	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44584044	SAMN44584044	SAMN44584044	GCA_050973795		CHN	China	2024-04-23	2024-04-23	2024-04-23	2024	4	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-04	1eaa3c9285c49c2edbf1860bea9d7bac1ab54c99645b3596f9d3b689f7f453e2	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810588		SAMN45810588		SRR31743894	AUS	Australia	2024-08	2024-08-01	2024-08-31	2024	8	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-08	1edfed084ff9b6a8300a153b53f01989b8f4790a8cae2512dc82c993cfd24036	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810623		SAMN45810623		SRR31743980	AUS	Australia	2024-10	2024-10-01	2024-10-31	2024	10	4	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		False													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-10	1f0dc5db5ba00b6714303c9bb1d0e759077f093af3e3d1173559ac3af4129faa	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810599		SAMN45810599		SRR31743817	AUS	Australia	2024-08	2024-08-01	2024-08-31	2024	8	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-08	202cc9f5226c062019370ce610ebef265904beba9bc3062581222d1ef73a69c4	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44590242	SAMN44590242	SAMN44590242	GCA_050980565		CHN	China	2024-06-19	2024-06-19	2024-06-19	2024	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-06	20e4ac9d5d71a9e3ac126182148dc859cd1aaa3bf4a4e844eb06a785ceb42e8d	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874226	SAMEA115874226	SAMEA115874226		ERR13476635	FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			others	pending_new_phylogeny	Branch_IIb	others		ptxP1	fim3-26	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2024.0	others	2024	20f94bf4fbc8047301ffc7eae65cc877d795a10194e84d549f602ceeabfc276e	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989531	SAMEA117989531	SAMEA117989531		ERR14837927	BEL	Belgium	2023-04-21	2023-04-21	2023-04-21	2023	4	2	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 2	2023-04	21205aadffbd4d24da35584e3b3501b3180991a330f9fcce519d20cbf4fb9566	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44583945	SAMN44583945	SAMN44583945	GCA_050975825		CHN	China	2024-03-20	2024-03-20	2024-03-20	2024	3	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-03	21a6a72e28729c82b1629c993aea492e53df45cec7448237e4a76afd8e0f513d	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874222	SAMEA115874222	SAMEA115874222		ERR13476631	FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			others	pending_new_phylogeny	Branch_IIb	others		ptxP1	fim3-26	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2024.0	others	2024	21c5a54b9eb831ccafc42f40df8bfe3905b40856b609ba2296db5f9ebe17d93d	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN45156054	SRS23447296	SAMN45156054	RRASM_SRR31615290	SRR31615290	CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.		3865104	67.84	341	22553	ok	Asia	local_fasta	2024.0	ptxP3/fim3-1	2024	223dbf2bda0b7ab462f16cee03586fc42afc04950b055a8d26a6620b1cced7f2	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44584075	SAMN44584075	SAMN44584075	GCA_050973165		CHN	China	2024-05-16	2024-05-16	2024-05-16	2024	5	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-05	225e5f04be7e2fba8fb0b01b5d5c62a782e1b90b1634264227641acdf32b3b25	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697927	SAMD01697927	SAMD01697927		DRR902067	JPN	Japan	2025-06-02	2025-06-02	2025-06-02	2025	6	2	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025-06	227a982916ee499e5606cf9a492619bacfb463902dd7f70b6f08b5715b7b8e56	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00892052	SAMD00892052	SAMD00892052	GCA_054655855	DRR902037	JPN	Japan	2025-02-03	2025-02-03	2025-02-03	2025	2	1	day	True	PRJDB20413	ena_study_accession	japan_targeted_ena_projects;current_2406_archive	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	2	2026-07-24	Targeted Japanese historical or recent public project. | Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2025.0	UNKNOWN_LINEAGE	2025-02	22940357973d4ff8d73c479b894461816e687fa8a1bd47af063c50b46e400e03	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44583912	SAMN44583912	SAMN44583912	GCA_050976505		CHN	China	2024-03-15	2024-03-15	2024-03-15	2024	3	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-03	22f6549adc3c3aa0502d5102fcc386a90b5ac4219884080211f44a7dcca2fd52	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697911	SAMD01697911	SAMD01697911		DRR902051	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	2025	2	1	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025-02	23f63a3a0fe502dc22f3e0fdf81553e58d6e18c3b054f9ace3053deeffc906b7	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN50152092	SAMN50152092	SAMN50152092	GCA_053471785		CHN	China	2024	2024-01-01	2024-12-31	2024			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024	2433bcd2948f4e6e365ae1eaf2b29d739d04ebfc62651c9fd0c030837b67a956	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN50152021	SAMN50152021	SAMN50152021	GCA_053473145		CHN	China	2022	2022-01-01	2022-12-31	2022			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	UNKNOWN_LINEAGE	2022	24421bec9cdc293f8d31f4b341bfacd83b8e343dddab4f8ceedb47af43a42e5a	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697933	SAMD01697933	SAMD01697933	RRASM_DRR902073	DRR902073	JPN	Japan	2025-06-09	2025-06-09	2025-06-09	2025	6	2	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects;current_2406_archive	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	2	2026-07-24	Targeted Japanese historical or recent public project. | Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2025.0	UNKNOWN_LINEAGE	2025-06	2444d3a333cf9f3aa0caff615a978ce2787f4fcd838689c22b007f7ffc7af69d	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810516		SAMN45810516		SRR31743876	AUS	Australia	2024-06	2024-06-01	2024-06-30	2024	6	2	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-06	25227674919d3f2cd14636e933f5a134945fbc2e94fdf4518647b046f4f10c7e	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697926	SAMD01697926	SAMD01697926		DRR902066	JPN	Japan	2025-04-22	2025-04-22	2025-04-22	2025	4	2	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025-04	258dc89afd5598672906d69cd1d6f29cf00ebc54690be05675180a8b2fef21e8	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN45156063	SRS23447306	SAMN45156063	RRASM_SRR31615280	SRR31615280	CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	ptxP3/fim3-1	2024	2629a8e62719bde55cca7a79513a9ed60dbce775fc69681e0956fb84953ca7d4	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44590214	SAMN44590214	SAMN44590214	GCA_050981645		CHN	China	2024-06-03	2024-06-03	2024-06-03	2024	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-06	26a2d119d6de7ead78bf5d119bca448d231c254e1d4272ef8e68521c38302d82	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA117615786	SAMEA117615786	SAMEA117615786	GCA_965117325		FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB85093	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1	provisional_marker_or_published_annotation				ptxP1		MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Europe	local_fasta	2024.0	ptxP1	2024	26cdb6f08427de708804a8d711620f28f6cbfaf8db35bb34bed7a97298e33bb5	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810636		SAMN45810636		SRR31743966	AUS	Australia	2024-10	2024-10-01	2024-10-31	2024	10	4	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		False													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP1/fim3-4	2024-10	26ed7da9426e20170e4d9511cdb633ac34008694703cfbaf5d78060c2750c2e8	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN43024017	SAMN43024017	SAMN43024017	GCA_042610945		CHN	China	2024-05-02	2024-05-02	2024-05-02	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	ptxP3/fim3-1	2024-05	287ca5c7e0322226d3501feb4ed3f3e33bd95f0742a3eae2433112dae3bacae2	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN42391116	SAMN42391116	SAMN42391116	GCA_047323595	SRR31303468	CHN	China	2022-02-24	2022-02-24	2022-02-24	2022	2	1	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	ptxP3/fim3-1	2022-02	28ef4266d0c8a1881aa9f2d3dd0cab1490a317bbc0fd11cffa0df3283b5f0441	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN50151995	SAMN50151995	SAMN50151995	GCA_053473665		CHN	China	2021	2021-01-01	2021-12-31	2021			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2021.0	UNKNOWN_LINEAGE	2021	2944b10ceb1efa0aa061f31050f4101c55cbadcd5899aba10aa59325db87b979	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00892035	SAMD00892035	SAMD00892035	GCA_054656535	DRR902020	JPN	Japan	2025-01-06	2025-01-06	2025-01-06	2025	1	1	day	True	PRJDB20413	ena_study_accession	japan_targeted_ena_projects;current_2406_archive	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	2	2026-07-24	Targeted Japanese historical or recent public project. | Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2025.0	UNKNOWN_LINEAGE	2025-01	296c1be93b83f0120e1e782718d0c59b7f981817693236a3310fa3dfe8ef8b06	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN50152043	SAMN50152043	SAMN50152043	GCA_053472705		CHN	China	2022	2022-01-01	2022-12-31	2022			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	UNKNOWN_LINEAGE	2022	29e1084fee0dcf97fb7bd408bd041162efb78272f51a079fc7a24d9574a5614f	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN39683296	SRS20312923	SAMN39683296	RRASM_SRR27796613	SRR27796613	CHN	China		2021-01-01	2021-12-31	2021			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2021.0	ptxP3/fim3-1	2021	29e3459db1a6b4203c383fd71a7c44af5ca2ca17cfc4df66bcd379b900675792	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810520		SAMN45810520		SRR31743936	AUS	Australia	2024-07	2024-07-01	2024-07-31	2024	7	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-07	29eb3143b4ce2437fab954b147b79645c5f089fc47d8bc21587925bcfa5dac25	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN42391142	SAMN42391142	SAMN42391142	GCA_047323345	SRR31303435	CHN	China	2023-10-28	2023-10-28	2023-10-28	2023	10	4	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2023.0	ptxP3/fim3-1	2023-10	2a019e8db7b2fb99357ff30d8fde96841f41faaf5ab3e7467ff983e9cbf677fb	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874218	SAMEA115874218	SAMEA115874218		ERR13476627	FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			ptxP3/fim3-1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2024.0	ptxP3/fim3-1	2024	2a54092a0b4d06a5f1f1d8ead36b17f0e9614214dffdba8db399a78048142454	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44590219	SAMN44590219	SAMN44590219	GCA_050981465		CHN	China	2024-06-06	2024-06-06	2024-06-06	2024	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-06	2afa6abd69fd392bfda38f36595f26d31957d2cac478dfb2b6e05f9592523af9	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810558		SAMN45810558		SRR31743830	AUS	Australia	2024-01	2024-01-01	2024-01-31	2024	1	1	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-01	2b1c6f078affffc522c57e3c1eeb9b43ee639e32033a19a9eb75ae61e9044a00	modern_country_time_project_lineage_cap8	focal	
