tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc
CHN__SAMN39683412	CHN::SAMN39683412	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1071282	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS20312726	SAMN39683412	RRASM_SRR27796171	SRR27796171	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3851061	67.83769459896897	0.0	342	20941			True
CHN__SAMN42391094	CHN::SAMN42391094	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-08-09	2022-08-09	day	2022	8	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391094	SAMN42391094	GCA_047324005	SRR31303484	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4132002	67.71533508454256	0.0	1	4132002			True
CHN__SAMN42391100	CHN::SAMN42391100	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-02-10	2022-02-10	day	2022	2	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391100	SAMN42391100	GCA_047323945	SRR31303470	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130359	67.71605083238528	0.0	1	4130359			True
CHN__SAMN42391101	CHN::SAMN42391101	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-02-24	2022-02-24	day	2022	2	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391101	SAMN42391101	GCA_047323935	SRR31303469	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130360	67.71622812539343	0.0	1	4130360			True
CHN__SAMN42391102	CHN::SAMN42391102	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-15	2022-03-15	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391102	SAMN42391102	GCA_047323915	SRR31303466	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4145416	67.69918869421066	0.0	1	4145416			True
CHN__SAMN42391103	CHN::SAMN42391103	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-15	2022-03-15	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391103	SAMN42391103	GCA_047323845	SRR31303465	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4115814	67.70101855914771	0.0	1	4115814			True
CHN__SAMN42391104	CHN::SAMN42391104	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-16	2022-03-16	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391104	SAMN42391104	GCA_047323835	SRR31303464	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4110804	67.70315490595027	0.0	1	4110804			True
CHN__SAMN42391106	CHN::SAMN42391106	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-21	2022-03-21	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391106	SAMN42391106	GCA_047323775	SRR31303463	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4118889	67.71711983498463	0.0	1	4118889			True
CHN__SAMN42391116	CHN::SAMN42391116	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-02-24	2022-02-24	day	2022	2	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391116	SAMN42391116	GCA_047323595	SRR31303468	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4125250	67.70299981819284	0.0	1	4125250			True
CHN__SAMN42391117	CHN::SAMN42391117	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-06	2022-03-06	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391117	SAMN42391117	GCA_047323585	SRR31303467	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130415	67.71614958787434	0.0	1	4130415			True
CHN__SAMN42391118	CHN::SAMN42391118	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-24	2022-03-24	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391118	SAMN42391118	GCA_047324075	SRR31303461	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4110780	67.70398805092951	0.0	1	4110780			True
CHN__SAMN42391119	CHN::SAMN42391119	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-25	2022-03-25	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391119	SAMN42391119	GCA_047323575	SRR31303460	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4124320	67.70742813360748	0.0	1	4124320			True
CHN__SAMN42391120	CHN::SAMN42391120	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-27	2022-03-27	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391120	SAMN42391120	GCA_047323565	SRR31303459	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4129461	67.71753020551593	0.0	1	4129461			True
CHN__SAMN42391121	CHN::SAMN42391121	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-29	2022-03-29	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391121	SAMN42391121	GCA_047323555	SRR31303458	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4127586	67.69402260788752	0.0	1	4127586			True
CHN__SAMN42391122	CHN::SAMN42391122	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-04-21	2022-04-21	day	2022	4	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391122	SAMN42391122	GCA_047323545	SRR31303457	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109743	67.70416057646428	0.0	1	4109743			True
CHN__SAMN42391123	CHN::SAMN42391123	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-04-21	2022-04-21	day	2022	4	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391123	SAMN42391123	GCA_047323535	SRR31303456	ncbi_assembly_download					4132548	67.5	1	4132548	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4132548	67.71422860666107	0.0	1	4132548			True
CHN__SAMN42391124	CHN::SAMN42391124	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-01	2022-05-01	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391124	SAMN42391124	GCA_047323525	SRR31303455	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4124028	67.70623283838034	0.0	1	4124028			True
CHN__SAMN42391125	CHN::SAMN42391125	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-06	2022-05-06	day	2022	5	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391125	SAMN42391125	GCA_047323515	SRR31303454	ncbi_assembly_download					4130465	67.5	1	4130465	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130465	67.71608039288554	0.0	1	4130465			True
CHN__SAMN42391126	CHN::SAMN42391126	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-08	2022-05-08	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391126	SAMN42391126	GCA_047323505	SRR31303453	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4105135	67.71092789883889	0.0	1	4105135			True
CHN__SAMN42391127	CHN::SAMN42391127	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-21	2022-05-21	day	2022	5	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391127	SAMN42391127	GCA_047323495	SRR31303452	ncbi_assembly_download					4139940	67.5	1	4139940	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4139940	67.71950801219342	0.0	1	4139940			True
CHN__SAMN42391128	CHN::SAMN42391128	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-25	2022-05-25	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391128	SAMN42391128	GCA_047323485	SRR31303450	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4107387	67.70630573646945	0.0	1	4107387			True
CHN__SAMN42391129	CHN::SAMN42391129	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-28	2022-05-28	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391129	SAMN42391129	GCA_047323475	SRR31303449	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4113079	67.70137408009911	0.0	1	4113079			True
CHN__SAMN42391130	CHN::SAMN42391130	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-06-11	2022-06-11	day	2022	6	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391130	SAMN42391130	GCA_047323465	SRR31303448	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4124553	67.70202734696342	0.0	1	4124553			True
CHN__SAMN42391131	CHN::SAMN42391131	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-06-14	2022-06-14	day	2022	6	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391131	SAMN42391131	GCA_047323455	SRR31303447	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4121597	67.70154869580892	0.0	1	4121597			True
CHN__SAMN42391132	CHN::SAMN42391132	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-08-07	2022-08-07	day	2022	8	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391132	SAMN42391132	GCA_047323445	SRR31303446	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109793	67.7041641756653	0.0	1	4109793			True
CHN__SAMN45156014	CHN::SAMN45156014	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776		provisional_marker_or_published_annotation	SRS23447261	SAMN45156014	RRASM_SRR31615325	SRR31615325	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3895753	67.87658252461077	0.0	434	20831			True
CHN__SAMN45156015	CHN::SAMN45156015	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447272	SAMN45156015	RRASM_SRR31615314	SRR31615314	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3876138	67.8402316945372	0.0	413	20870			True
CHN__SAMN45156016	CHN::SAMN45156016	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776		provisional_marker_or_published_annotation	SRS23447283	SAMN45156016	RRASM_SRR31615303	SRR31615303	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3892930	67.76217399233995	0.0	444	21200			True
CHN__SAMN45156017	CHN::SAMN45156017	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP1/fim3-1	provisional_marker_or_published_annotation	SRS23447294	SAMN45156017	RRASM_SRR31615292	SRR31615292	local_fasta									ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_local_fasta					assembly	3908334	67.88419311143828	0.0	521	20981		contigs	False
CHN__SAMN45156019	CHN::SAMN45156019	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447316	SAMN45156019	RRASM_SRR31615270	SRR31615270	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3880512	67.87488352052513	0.0	467	20981			True
CHN__SAMN45156020	CHN::SAMN45156020	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447319	SAMN45156020	RRASM_SRR31615267	SRR31615267	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3877520	67.85819286554292	0.0	439	19944			True
CHN__SAMN45156021	CHN::SAMN45156021	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447320	SAMN45156021	RRASM_SRR31615266	SRR31615266	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3882030	67.86346318807428	0.0	469	20338			True
CHN__SAMN45156022	CHN::SAMN45156022	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP1/fim3-1	provisional_marker_or_published_annotation	SRS23447321	SAMN45156022	RRASM_SRR31615265	SRR31615265	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3908463	67.82904174863623	0.0	475	19983			True
CHN__SAMN50152020	CHN::SAMN50152020	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152020	SAMN50152020	GCA_053473185		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3829603	67.88432116853888	0.0	259	22487			True
CHN__SAMN50152021	CHN::SAMN50152021	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152021	SAMN50152021	GCA_053473145		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3829744	67.88396300118232	0.0	259	22341			True
CHN__SAMN50152026	CHN::SAMN50152026	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152026	SAMN50152026	GCA_053473045		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3823596	67.87244259069212	0.0	277	20546			True
CHN__SAMN50152028	CHN::SAMN50152028	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152028	SAMN50152028	GCA_053473005		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3822305	67.86998944354258	0.0	281	20408			True
CHN__SAMN50152031	CHN::SAMN50152031	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152031	SAMN50152031	GCA_053472945		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821642	67.86784319410347	0.0	288	20270			True
CHN__SAMN50152036	CHN::SAMN50152036	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152036	SAMN50152036	GCA_053472845		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3824700	67.87436923157372	0.0	281	20540			True
CHN__SAMN50152040	CHN::SAMN50152040	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152040	SAMN50152040	GCA_053472765		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821503	67.8659679189052	0.0	304	19353			True
CHN__SAMN50152043	CHN::SAMN50152043	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152043	SAMN50152043	GCA_053472705		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821077	67.86775037509058	0.0	290	20215			True
CHN__SAMN39683154	CHN::SAMN39683154	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1071282	ptxP1/fim3-1	provisional_marker_or_published_annotation	SRS20312620	SAMN39683154	RRASM_SRR27796276	SRR27796276	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3882330	67.8231628944474	0.0	327	21198			True
CHN__SAMN39683447	CHN::SAMN39683447	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1071282	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS20312547	SAMN39683447	RRASM_SRR27796352	SRR27796352	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3861469	67.82007054828098	0.0	310	22641			True
CHN__SAMN42391133	CHN::SAMN42391133	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-05-17	2023-05-17	day	2023	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391133	SAMN42391133	GCA_047323435	SRR31303445	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109908	67.70501918777744	0.0	1	4109908			True
CHN__SAMN42391134	CHN::SAMN42391134	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-06-26	2023-06-26	day	2023	6	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391134	SAMN42391134	GCA_047323425	SRR31303444	ncbi_assembly_download					4115431	67.5	1	4115431	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4115431	67.70275093908755	0.0	1	4115431			True
CHN__SAMN42391135	CHN::SAMN42391135	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-08-10	2023-08-10	day	2023	8	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391135	SAMN42391135	GCA_047323415	SRR31303443	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4119634	67.71502031491147	0.0	1	4119634			True
CHN__SAMN42391136	CHN::SAMN42391136	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-08-17	2023-08-17	day	2023	8	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391136	SAMN42391136	GCA_047323405	SRR31303442	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4111949	67.70232315624537	0.0	1	4111949			True
CHN__SAMN42391137	CHN::SAMN42391137	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-08-27	2023-08-27	day	2023	8	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391137	SAMN42391137	GCA_047323395	SRR31303441	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4119063	67.69881888186707	0.0	1	4119063			True
CHN__SAMN42391138	CHN::SAMN42391138	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-08-30	2023-08-30	day	2023	8	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391138	SAMN42391138	GCA_047323385	SRR31303439	ncbi_assembly_download					4119841	67.5	1	4119841	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4119841	67.69972433402162	0.0	1	4119841			True
CHN__SAMN42391139	CHN::SAMN42391139	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-09-12	2023-09-12	day	2023	9	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391139	SAMN42391139	GCA_047323375	SRR31303438	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4106607	67.70755029638823	0.0	1	4106607			True
CHN__SAMN42391140	CHN::SAMN42391140	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-10-15	2023-10-15	day	2023	10	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391140	SAMN42391140	GCA_047323365	SRR31303437	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4108793	67.70552811981524	0.0	1	4108793			True
CHN__SAMN42391141	CHN::SAMN42391141	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-10-20	2023-10-20	day	2023	10	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391141	SAMN42391141	GCA_047323355	SRR31303436	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4107719	67.70616490563255	0.0	1	4107719			True
CHN__SAMN42391142	CHN::SAMN42391142	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-10-28	2023-10-28	day	2023	10	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391142	SAMN42391142	GCA_047323345	SRR31303435	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4108234	67.7048337558182	0.0	1	4108234			True
CHN__SAMN42391143	CHN::SAMN42391143	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-10-30	2023-10-30	day	2023	10	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391143	SAMN42391143	GCA_047323335	SRR31303434	ncbi_assembly_download					4107756	67.5	1	4107756	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4107756	67.70565242920952	0.0	1	4107756			True
CHN__SAMN42391144	CHN::SAMN42391144	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-10	2023-11-10	day	2023	11	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391144	SAMN42391144	GCA_047323325	SRR31303433	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4104271	67.70198654036247	0.0	1	4104271			True
CHN__SAMN42391145	CHN::SAMN42391145	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-08	2023-11-08	day	2023	11	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391145	SAMN42391145	GCA_047323315	SRR31303432	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4104934	67.70873782623545	0.0	1	4104934			True
CHN__SAMN42391146	CHN::SAMN42391146	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-13	2023-11-13	day	2023	11	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391146	SAMN42391146	GCA_047323305	SRR31303431	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4105546	67.70804662765927	0.0	1	4105546			True
CHN__SAMN42391147	CHN::SAMN42391147	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-14	2023-11-14	day	2023	11	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391147	SAMN42391147	GCA_047323295	SRR31303430	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4107547	67.70865920706446	0.0	1	4107547			True
CHN__SAMN42391148	CHN::SAMN42391148	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-22	2023-11-22	day	2023	11	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391148	SAMN42391148	GCA_047323285	SRR31303428	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4106795	67.70654488475806	0.0	1	4106795			True
CHN__SAMN42391149	CHN::SAMN42391149	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-12-19	2023-12-19	day	2023	12	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391149	SAMN42391149	GCA_047323275	SRR31303427	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4106638	67.70759925759222	0.0	1	4106638			True
CHN__SAMN42391150	CHN::SAMN42391150	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-12-29	2023-12-29	day	2023	12	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391150	SAMN42391150	GCA_047323265	SRR31303426	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4104087	67.70638634122523	0.0	1	4104087			True
CHN__SAMN44583814	CHN::SAMN44583814	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-02-04	2023-02-04	day	2023	2	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583814	SAMN44583814	GCA_050978505		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3830949	67.93186231401148	5.5860832394270974e-05	353	18118			True
CHN__SAMN44583815	CHN::SAMN44583815	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-02-07	2023-02-07	day	2023	2	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583815	SAMN44583815	GCA_050978485		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3834446	67.94746881296543	4.772527765419046e-05	375	17342			True
CHN__SAMN44583816	CHN::SAMN44583816	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-03-27	2023-03-27	day	2023	3	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583816	SAMN44583816	GCA_050978445		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3826562	67.91992394217054	9.146591640224305e-06	300	19508			True
CHN__SAMN44583817	CHN::SAMN44583817	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-03-27	2023-03-27	day	2023	3	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583817	SAMN44583817	GCA_050978465		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3825702	67.92016210358256	3.084401241915863e-05	293	20354			True
