tree_sample_id	country_iso3	epidemic_period	primary_model_lineage_id	strongest_event_id	strongest_transition_support	strongest_post_event_id	strongest_post_transition_support	post_reseeding_support	local_persistence_support	normalised_post_import_support
CHN__SAMN41373935	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373936	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373937	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373938	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373939	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373940	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373941	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373942	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373943	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373944	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373945	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373946	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373947	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373948	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373949	CHN	prepandemic	L1_02.06	NODE_0245->NODE_0265:CHN	0.7963198625554826		0.0	0.0	1.0	0.0
CHN__SAMN41373950	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373951	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373952	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373953	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN41373954	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373955	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373956	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373957	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373958	CHN	prepandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN41373959	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373960	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373961	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373962	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373963	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373964	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373965	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373966	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373967	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373968	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373969	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373970	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373971	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373972	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373973	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373974	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373975	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151958	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151959	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151960	CHN	prepandemic	L1_02.06	NODE_0737->CHN__SAMN50151960:CHN	0.6712861653732904		0.0	0.0	1.0	0.0
CHN__SAMN50151961	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151962	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151963	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151964	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151965	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151966	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151967	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151968	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151969	CHN	prepandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN50151970	CHN	prepandemic	L1_02.06	NODE_0187->NODE_0318:CHN	0.7682249632053139		0.0	0.0	1.0	0.0
CHN__SAMN50151971	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151972	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151973	CHN	prepandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN50151974	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151975	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151976	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151977	CHN	prepandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151978	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151979	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151980	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151981	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151982	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50151983	CHN	prepandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN41373926	CHN	pandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN45156013	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN32034026	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN32034035	CHN	pandemic	L1_02.06	NODE_0186->CHN__SAMN32034035:CHN	0.906815065963726		0.0	0.0	1.0	0.0
CHN__SAMN39683296	CHN	pandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN39683299	CHN	pandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN42391088	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391089	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391090	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391091	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391092	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391093	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391095	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391096	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391098	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391099	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391105	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391107	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391108	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391109	CHN	pandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN42391110	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391111	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391112	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391113	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391114	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391115	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151990	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151991	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151995	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50151998	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152004	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152005	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152007	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152013	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN32034055	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN32034068	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN33268551	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN39683369	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN39683412	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391094	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391100	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391101	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391102	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391103	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391104	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391106	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391116	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391117	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391118	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391119	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391120	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391121	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391122	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391123	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391124	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391125	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391126	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391127	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN42391128	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391129	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391130	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391131	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN42391132	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN45156014	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN45156015	CHN	pandemic	L1_02.06	NODE_0249->NODE_0250:CHN	0.9996870410003451		0.0	0.0	1.0	0.0
CHN__SAMN45156016	CHN	pandemic	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045		0.0	0.0	1.0	0.0
CHN__SAMN45156019	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN45156020	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN45156021	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN45156022	CHN	pandemic	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514		0.0	0.0	1.0	0.0
CHN__SAMN50152020	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152021	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152026	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152028	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152031	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152036	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152040	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN50152043	CHN	pandemic	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196		0.0	0.0	1.0	0.0
CHN__SAMN39683154	CHN	resurgence	Other	NODE_0766->NODE_0794:CHN	0.8081636296849514	NODE_0844->CHN__SAMN39683154:CHN	0.00021225982038575175	0.00021225982038575175	0.99999999993264	0.00021221477572986694
CHN__SAMN39683447	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0552->CHN__SAMN39683447:CHN	1.6155693405295324e-07	1.6155693405295324e-07	0.9999999999395108	1.6155690796208694e-07
CHN__SAMN42391133	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0336->CHN__SAMN42391133:CHN	8.240299553818886e-10	8.240299553818886e-10	0.9999999999336688	8.240299547575221e-10
CHN__SAMN42391134	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0463->CHN__SAMN42391134:CHN	5.430472389433838e-06	5.430472389433838e-06	0.9999999999398947	5.430442899890005e-06
CHN__SAMN42391135	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0568->CHN__SAMN42391135:CHN	2.5797567001162314e-05	2.5797567001162314e-05	0.9999999999395108	2.579690150542774e-05
CHN__SAMN42391136	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0489->CHN__SAMN42391136:CHN	9.619135754590502e-08	9.619135754590502e-08	0.9999999999398052	9.619134829891888e-08
CHN__SAMN42391137	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0446->NODE_0447:CHN	2.2672490792522667e-05	2.2672490792522667e-05	0.9999999999398947	2.2671976763700948e-05
CHN__SAMN42391138	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0446->NODE_0447:CHN	2.2672490792522667e-05	2.2672490792522667e-05	0.9999999999398947	2.2671976763700948e-05
CHN__SAMN42391139	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0333->CHN__SAMN42391139:CHN	6.082959691511292e-10	6.082959691511292e-10	0.999999999391704	6.082959691511292e-10
CHN__SAMN42391140	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0473->CHN__SAMN42391140:CHN	1.849282199595237e-07	1.849282199595237e-07	0.9999999999398052	1.849281857722152e-07
CHN__SAMN42391141	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0369->NODE_0389:CHN	4.090817753618932e-07	4.090817753618932e-07	0.9999999999397412	4.0908160803871345e-07
CHN__SAMN42391142	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0379->CHN__SAMN42391142:CHN	9.590928051750325e-10	9.590928051750325e-10	0.9999999999994932	9.590928042556595e-10
CHN__SAMN42391143	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0369->NODE_0389:CHN	4.090817753618932e-07	4.090817753618932e-07	0.9999999999397412	4.0908160803871345e-07
CHN__SAMN42391144	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0526->NODE_0527:CHN	2.5608904469180824e-08	2.5608904469180824e-08	0.9999999999398052	2.5608903814906377e-08
CHN__SAMN42391145	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0557->NODE_0558:CHN	2.2364321641365532e-06	2.2364321641365532e-06	0.9999999999395108	2.2364271626541936e-06
CHN__SAMN42391146	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0568->CHN__SAMN42391146:CHN	2.5797567001162314e-05	2.5797567001162314e-05	0.9999999999395108	2.579690150542774e-05
CHN__SAMN42391147	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0528->NODE_0529:CHN	8.093316156344392e-08	8.093316156344392e-08	0.9999999999398052	8.093315501813956e-08
CHN__SAMN42391148	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0547->CHN__SAMN42391148:CHN	3.0267504058656414e-09	3.0267504058656414e-09	0.999999999999576	3.026750396705707e-09
CHN__SAMN42391149	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0557->NODE_0558:CHN	2.2364321641365532e-06	2.2364321641365532e-06	0.9999999999395108	2.2364271626541936e-06
CHN__SAMN42391150	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0557->NODE_0558:CHN	2.2364321641365532e-06	2.2364321641365532e-06	0.9999999999395108	2.2364271626541936e-06
CHN__SAMN44583814	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0551->CHN__SAMN44583814:CHN	5.0560583165437656e-05	5.0560583165437656e-05	0.9999999999395108	5.0558026925170846e-05
CHN__SAMN44583815	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0551->CHN__SAMN44583815:CHN	5.0560583165437656e-05	5.0560583165437656e-05	0.9999999999395108	5.0558026925170846e-05
CHN__SAMN44583816	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0442->NODE_0443:CHN	2.78875234152752e-05	2.78875234152752e-05	0.999999999998028	2.7886745723055864e-05
CHN__SAMN44583817	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0442->NODE_0443:CHN	2.78875234152752e-05	2.78875234152752e-05	0.999999999998028	2.7886745723055864e-05
CHN__SAMN44583818	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0557->NODE_0558:CHN	2.2364321641365532e-06	2.2364321641365532e-06	0.9999999999395108	2.2364271626541936e-06
CHN__SAMN44583819	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0460->CHN__SAMN44583819:CHN	2.7561164223199874e-05	2.7561164223199874e-05	0.9999999999398947	2.7560404628018385e-05
CHN__SAMN44583820	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0450->NODE_0451:CHN	3.812995355692702e-08	3.812995355692702e-08	0.9999999999398947	3.8129952105325525e-08
CHN__SAMN44583821	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0466->CHN__SAMN44583821:CHN	1.2092412116082585e-07	1.2092412116082585e-07	0.9999999999398052	1.2092410654546353e-07
CHN__SAMN44583822	CHN	resurgence	L1_02.06	NODE_0213->NODE_0214:CHN	0.999898665102045	NODE_0239->CHN__SAMN44583822:CHN	2.7577740424611363e-08	2.7577740424611363e-08	0.9999999999019734	2.757773966678297e-08
CHN__SAMN44583823	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0454->CHN__SAMN44583823:CHN	4.450822967316803e-05	4.450822967316803e-05	0.9999999999398947	4.450624878150043e-05
CHN__SAMN44583824	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0454->CHN__SAMN44583824:CHN	4.450822967316803e-05	4.450822967316803e-05	0.9999999999398947	4.450624878150043e-05
CHN__SAMN44583825	CHN	resurgence	L1_02.07	NODE_0324->NODE_0325:CHN	0.9930812746359196	NODE_0362->CHN__SAMN44583825:CHN	1.8995969279789193e-06	1.8995969279789193e-06	0.9999999999397412	1.899593319631752e-06
