tree_sample_id	genome_record_id	tree_role	country_iso3	epidemic_period	model_sublineage_id	primary_model_lineage_id	published_branch	published_lineage	published_sublineage	published_mt28_label	has_published_mt28_label	is_l10207	inside_published_mt28_mrca	published_annotation_source
AUS__SAMN22858020	AUS::SAMN22858020	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858044	AUS::SAMN22858044	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858066	AUS::SAMN22858066	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858115	AUS::SAMN22858115	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858150	AUS::SAMN22858150	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858161	AUS::SAMN22858161	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858166	AUS::SAMN22858166	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN22858181	AUS::SAMN22858181	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810501	AUS::SAMN45810501	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810503	AUS::SAMN45810503	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810504	AUS::SAMN45810504	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810505	AUS::SAMN45810505	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810506	AUS::SAMN45810506	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810507	AUS::SAMN45810507	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810511	AUS::SAMN45810511	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810513	AUS::SAMN45810513	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810521	AUS::SAMN45810521	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810522	AUS::SAMN45810522	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810523	AUS::SAMN45810523	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810524	AUS::SAMN45810524	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810525	AUS::SAMN45810525	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810526	AUS::SAMN45810526	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810527	AUS::SAMN45810527	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810528	AUS::SAMN45810528	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810529	AUS::SAMN45810529	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810532	AUS::SAMN45810532	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810536	AUS::SAMN45810536	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810537	AUS::SAMN45810537	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810538	AUS::SAMN45810538	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810539	AUS::SAMN45810539	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810543	AUS::SAMN45810543	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810545	AUS::SAMN45810545	focal	AUS	prepandemic	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810546	AUS::SAMN45810546	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810547	AUS::SAMN45810547	focal	AUS	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810549	AUS::SAMN45810549	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810550	AUS::SAMN45810550	focal	AUS	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810556	AUS::SAMN45810556	focal	AUS	resurgence	L1_01.02	L1_01.02					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810557	AUS::SAMN45810557	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810558	AUS::SAMN45810558	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810562	AUS::SAMN45810562	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810564	AUS::SAMN45810564	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810571	AUS::SAMN45810571	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810572	AUS::SAMN45810572	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810573	AUS::SAMN45810573	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810574	AUS::SAMN45810574	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810575	AUS::SAMN45810575	focal	AUS	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810580	AUS::SAMN45810580	focal	AUS	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810582	AUS::SAMN45810582	focal	AUS	resurgence	L1_01.02	L1_01.02					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810594	AUS::SAMN45810594	focal	AUS	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810596	AUS::SAMN45810596	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810598	AUS::SAMN45810598	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810606	AUS::SAMN45810606	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810610	AUS::SAMN45810610	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810611	AUS::SAMN45810611	focal	AUS	resurgence	L1_01.02	L1_01.02					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810627	AUS::SAMN45810627	focal	AUS	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810630	AUS::SAMN45810630	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810633	AUS::SAMN45810633	focal	AUS	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810634	AUS::SAMN45810634	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810638	AUS::SAMN45810638	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810640	AUS::SAMN45810640	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810642	AUS::SAMN45810642	focal	AUS	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810643	AUS::SAMN45810643	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810645	AUS::SAMN45810645	focal	AUS	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45810646	AUS::SAMN45810646	focal	AUS	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45811366	AUS::SAMN45811366	focal	AUS	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45811367	AUS::SAMN45811367	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45811368	AUS::SAMN45811368	focal	AUS	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
AUS__SAMN45811371	AUS::SAMN45811371	focal	AUS	resurgence	L1_01.02	L1_01.02					FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989203	BEL::SAMEA117989203	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989205	BEL::SAMEA117989205	focal	BEL	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989208	BEL::SAMEA117989208	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989209	BEL::SAMEA117989209	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989211	BEL::SAMEA117989211	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989214	BEL::SAMEA117989214	focal	BEL	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989221	BEL::SAMEA117989221	focal	BEL	prepandemic	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989252	BEL::SAMEA117989252	focal	BEL	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989272	BEL::SAMEA117989272	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989286	BEL::SAMEA117989286	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989309	BEL::SAMEA117989309	focal	BEL	prepandemic	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989353	BEL::SAMEA117989353	focal	BEL	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989425	BEL::SAMEA117989425	focal	BEL	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989434	BEL::SAMEA117989434	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989436	BEL::SAMEA117989436	focal	BEL	prepandemic	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989467	BEL::SAMEA117989467	focal	BEL	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989479	BEL::SAMEA117989479	focal	BEL	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989511	BEL::SAMEA117989511	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989512	BEL::SAMEA117989512	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989514	BEL::SAMEA117989514	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989515	BEL::SAMEA117989515	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989516	BEL::SAMEA117989516	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989517	BEL::SAMEA117989517	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989518	BEL::SAMEA117989518	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989519	BEL::SAMEA117989519	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989520	BEL::SAMEA117989520	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989521	BEL::SAMEA117989521	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989522	BEL::SAMEA117989522	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989523	BEL::SAMEA117989523	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989524	BEL::SAMEA117989524	focal	BEL	pandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989525	BEL::SAMEA117989525	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989526	BEL::SAMEA117989526	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989527	BEL::SAMEA117989527	focal	BEL	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989528	BEL::SAMEA117989528	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989529	BEL::SAMEA117989529	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989530	BEL::SAMEA117989530	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989531	BEL::SAMEA117989531	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989532	BEL::SAMEA117989532	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989533	BEL::SAMEA117989533	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989534	BEL::SAMEA117989534	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989535	BEL::SAMEA117989535	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989536	BEL::SAMEA117989536	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989537	BEL::SAMEA117989537	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989538	BEL::SAMEA117989538	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989539	BEL::SAMEA117989539	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989540	BEL::SAMEA117989540	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989541	BEL::SAMEA117989541	focal	BEL	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989542	BEL::SAMEA117989542	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989543	BEL::SAMEA117989543	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989544	BEL::SAMEA117989544	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989546	BEL::SAMEA117989546	focal	BEL	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989547	BEL::SAMEA117989547	focal	BEL	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989548	BEL::SAMEA117989548	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989549	BEL::SAMEA117989549	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989550	BEL::SAMEA117989550	focal	BEL	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989551	BEL::SAMEA117989551	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989552	BEL::SAMEA117989552	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989553	BEL::SAMEA117989553	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989554	BEL::SAMEA117989554	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989555	BEL::SAMEA117989555	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989556	BEL::SAMEA117989556	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989557	BEL::SAMEA117989557	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989558	BEL::SAMEA117989558	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989559	BEL::SAMEA117989559	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989560	BEL::SAMEA117989560	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989561	BEL::SAMEA117989561	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989562	BEL::SAMEA117989562	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989564	BEL::SAMEA117989564	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989565	BEL::SAMEA117989565	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989567	BEL::SAMEA117989567	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989568	BEL::SAMEA117989568	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989569	BEL::SAMEA117989569	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989570	BEL::SAMEA117989570	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989571	BEL::SAMEA117989571	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989572	BEL::SAMEA117989572	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989574	BEL::SAMEA117989574	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989575	BEL::SAMEA117989575	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989576	BEL::SAMEA117989576	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989577	BEL::SAMEA117989577	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989578	BEL::SAMEA117989578	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
