tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc	root_to_tip	decimal_date	epidemic_period
CHN__SAMN42391108	CHN::SAMN42391108	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-09-13	2021-09-13	day	2021	9	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391108	SAMN42391108	GCA_047323765	SRR31303451	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130781	67.71656497887446	0.0	1	4130781			True	0.004553695850000002	2021.6986301369864	pandemic
CHN__SAMN42391109	CHN::SAMN42391109	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-10-03	2021-10-03	day	2021	10	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391109	SAMN42391109	GCA_047323745	SRR31303440	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4110520	67.70617829374386	0.0	1	4110520			True	0.0046358731499999955	2021.7534246575342	pandemic
CHN__SAMN42391110	CHN::SAMN42391110	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-10-26	2021-10-26	day	2021	10	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391110	SAMN42391110	GCA_047323755	SRR31303429	ncbi_assembly_download					4135600	67.5	1	4135600	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4135600	67.71092465422188	0.0	1	4135600			True	0.004576474750000002	2021.8164383561643	pandemic
CHN__SAMN42391111	CHN::SAMN42391111	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-10-23	2021-10-23	day	2021	10	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391111	SAMN42391111	GCA_047323735	SRR31303425	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4128919	67.71537538033563	0.0	1	4128919			True	0.0045770088500000005	2021.8082191780823	pandemic
CHN__SAMN42391112	CHN::SAMN42391112	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-12-09	2021-12-09	day	2021	12	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391112	SAMN42391112	GCA_047323665	SRR31303480	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4131464	67.71563300563675	0.0	1	4131464			True	0.00455964365	2021.9369863013699	pandemic
CHN__SAMN42391113	CHN::SAMN42391113	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-12-14	2021-12-14	day	2021	12	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391113	SAMN42391113	GCA_047323655	SRR31303477	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130399	67.71614558302963	0.0	1	4130399			True	0.004582437450000002	2021.9506849315069	pandemic
CHN__SAMN42391114	CHN::SAMN42391114	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-12-10	2021-12-10	day	2021	12	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391114	SAMN42391114	GCA_047323645	SRR31303479	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4131527	67.71242206573986	0.0	1	4131527			True	0.004565469150000001	2021.9397260273972	pandemic
CHN__SAMN42391115	CHN::SAMN42391115	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-12-10	2021-12-10	day	2021	12	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391115	SAMN42391115	GCA_047323605	SRR31303478	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109737	67.70360244463332	0.0	1	4109737			True	0.0046238136499999975	2021.9397260273972	pandemic
CHN__SAMN50151990	CHN::SAMN50151990	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50151990	SAMN50151990	GCA_053473765		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3827467	67.88199610865358	0.0	266	20913			True	0.004606431649999998	2021.4986301369863	pandemic
CHN__SAMN50151991	CHN::SAMN50151991	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50151991	SAMN50151991	GCA_053473745		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3828479	67.88335524368816	0.0	261	21132			True	0.004607770149999994	2021.4986301369863	pandemic
CHN__SAMN50151995	CHN::SAMN50151995	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50151995	SAMN50151995	GCA_053473665		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3827069	67.8800930947417	0.0	267	20802			True	0.004618270649999997	2021.4986301369863	pandemic
CHN__SAMN50151998	CHN::SAMN50151998	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50151998	SAMN50151998	GCA_053473605		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3826579	67.88042269609487	0.0	266	20913			True	0.004618627549999995	2021.4986301369863	pandemic
CHN__SAMN50152004	CHN::SAMN50152004	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152004	SAMN50152004	GCA_053473485		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3827053	67.8822843582255	0.0	266	21132			True	0.004670197149999994	2021.4986301369863	pandemic
CHN__SAMN50152005	CHN::SAMN50152005	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152005	SAMN50152005	GCA_053473465		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3828381	67.88088750832272	0.0	261	22951			True	0.004624523549999996	2021.4986301369863	pandemic
CHN__SAMN50152007	CHN::SAMN50152007	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152007	SAMN50152007	GCA_053473425		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3826875	67.87977135391148	0.0	266	20913			True	0.004624743349999994	2021.4986301369863	pandemic
CHN__SAMN50152013	CHN::SAMN50152013	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2021-01-01	2021-12-31	year	2021		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152013	SAMN50152013	GCA_053473305		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3826720	67.87883618346783	0.0	281	20270			True	0.004710623649999997	2021.4986301369863	pandemic
CHN__SAMN32034055	CHN::SAMN32034055	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA908268		provisional_marker_or_published_annotation	SRS15975444	SAMN32034055	RRASM_SRR22540959	SRR22540959	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3861601	67.81878811404907	0.0	322	20912			True	0.004613037349999995	2022.4986301369863	pandemic
CHN__SAMN32034068	CHN::SAMN32034068	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA908268		provisional_marker_or_published_annotation	SRS15975458	SAMN32034068	RRASM_SRR22540945	SRR22540945	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3863968	67.81495084845423	0.0	336	20981			True	0.0046244123499999965	2022.4986301369863	pandemic
CHN__SAMN33268551	CHN::SAMN33268551	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-08-01	2022-08-31	month	2022	8	PRJNA934177	ptxP3	provisional_marker_or_published_annotation	SAMN33268551	SAMN33268551	GCA_028747705		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4105695	67.70731873653547	0.0	1	4105695			True	0.004624352949999996	2022.6219178082192	pandemic
CHN__SAMN39683369	CHN::SAMN39683369	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1071282	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS20312716	SAMN39683369	RRASM_SRR27796182	SRR27796182	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3850121	67.8388289614794	0.0	327	22460			True	0.004671000649999995	2022.4986301369863	pandemic
CHN__SAMN39683412	CHN::SAMN39683412	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1071282	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS20312726	SAMN39683412	RRASM_SRR27796171	SRR27796171	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3851061	67.83769459896897	0.0	342	20941			True	0.004653232949999996	2022.4986301369863	pandemic
CHN__SAMN42391094	CHN::SAMN42391094	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-08-09	2022-08-09	day	2022	8	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391094	SAMN42391094	GCA_047324005	SRR31303484	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4132002	67.71533508454256	0.0	1	4132002			True	0.004578812150000001	2022.6027397260275	pandemic
CHN__SAMN42391100	CHN::SAMN42391100	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-02-10	2022-02-10	day	2022	2	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391100	SAMN42391100	GCA_047323945	SRR31303470	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130359	67.71605083238528	0.0	1	4130359			True	0.004571109150000001	2022.109589041096	pandemic
CHN__SAMN42391101	CHN::SAMN42391101	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-02-24	2022-02-24	day	2022	2	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391101	SAMN42391101	GCA_047323935	SRR31303469	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130360	67.71622812539343	0.0	1	4130360			True	0.004571027650000001	2022.1479452054793	pandemic
CHN__SAMN42391102	CHN::SAMN42391102	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-15	2022-03-15	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391102	SAMN42391102	GCA_047323915	SRR31303466	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4145416	67.69918869421066	0.0	1	4145416			True	0.004559366850000002	2022.2	pandemic
CHN__SAMN42391103	CHN::SAMN42391103	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-15	2022-03-15	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391103	SAMN42391103	GCA_047323845	SRR31303465	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4115814	67.70101855914771	0.0	1	4115814			True	0.004682059349999993	2022.2	pandemic
CHN__SAMN42391104	CHN::SAMN42391104	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-16	2022-03-16	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391104	SAMN42391104	GCA_047323835	SRR31303464	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4110804	67.70315490595027	0.0	1	4110804			True	0.004693660649999993	2022.2027397260274	pandemic
CHN__SAMN42391106	CHN::SAMN42391106	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-21	2022-03-21	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391106	SAMN42391106	GCA_047323775	SRR31303463	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4118889	67.71711983498463	0.0	1	4118889			True	0.004565232550000001	2022.2164383561644	pandemic
CHN__SAMN42391116	CHN::SAMN42391116	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-02-24	2022-02-24	day	2022	2	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391116	SAMN42391116	GCA_047323595	SRR31303468	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4125250	67.70299981819284	0.0	1	4125250			True	0.004630667149999995	2022.1479452054793	pandemic
CHN__SAMN42391117	CHN::SAMN42391117	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-06	2022-03-06	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391117	SAMN42391117	GCA_047323585	SRR31303467	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130415	67.71614958787434	0.0	1	4130415			True	0.00456570735	2022.1753424657534	pandemic
CHN__SAMN42391118	CHN::SAMN42391118	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-24	2022-03-24	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391118	SAMN42391118	GCA_047324075	SRR31303461	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4110780	67.70398805092951	0.0	1	4110780			True	0.004664959549999993	2022.2246575342465	pandemic
CHN__SAMN42391119	CHN::SAMN42391119	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-25	2022-03-25	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391119	SAMN42391119	GCA_047323575	SRR31303460	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4124320	67.70742813360748	0.0	1	4124320			True	0.004658995149999994	2022.227397260274	pandemic
CHN__SAMN42391120	CHN::SAMN42391120	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-27	2022-03-27	day	2022	3	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391120	SAMN42391120	GCA_047323565	SRR31303459	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4129461	67.71753020551593	0.0	1	4129461			True	0.0045715129499999995	2022.2328767123288	pandemic
CHN__SAMN42391121	CHN::SAMN42391121	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-03-29	2022-03-29	day	2022	3	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391121	SAMN42391121	GCA_047323555	SRR31303458	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4127586	67.69402260788752	0.0	1	4127586			True	0.0046645728499999945	2022.2383561643835	pandemic
CHN__SAMN42391122	CHN::SAMN42391122	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-04-21	2022-04-21	day	2022	4	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391122	SAMN42391122	GCA_047323545	SRR31303457	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109743	67.70416057646428	0.0	1	4109743			True	0.004676008249999995	2022.3013698630136	pandemic
CHN__SAMN42391123	CHN::SAMN42391123	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-04-21	2022-04-21	day	2022	4	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391123	SAMN42391123	GCA_047323535	SRR31303456	ncbi_assembly_download					4132548	67.5	1	4132548	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4132548	67.71422860666107	0.0	1	4132548			True	0.00456555625	2022.3013698630136	pandemic
CHN__SAMN42391124	CHN::SAMN42391124	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-01	2022-05-01	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391124	SAMN42391124	GCA_047323525	SRR31303455	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4124028	67.70623283838034	0.0	1	4124028			True	0.004618416849999996	2022.3287671232877	pandemic
CHN__SAMN42391125	CHN::SAMN42391125	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-06	2022-05-06	day	2022	5	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391125	SAMN42391125	GCA_047323515	SRR31303454	ncbi_assembly_download					4130465	67.5	1	4130465	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4130465	67.71608039288554	0.0	1	4130465			True	0.00456562735	2022.3424657534247	pandemic
CHN__SAMN42391126	CHN::SAMN42391126	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-08	2022-05-08	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391126	SAMN42391126	GCA_047323505	SRR31303453	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4105135	67.71092789883889	0.0	1	4105135			True	0.004635757149999996	2022.3479452054794	pandemic
CHN__SAMN42391127	CHN::SAMN42391127	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-21	2022-05-21	day	2022	5	PRJNA1133929	ptxP1/fim3-1	provisional_marker_or_published_annotation	SAMN42391127	SAMN42391127	GCA_047323495	SRR31303452	ncbi_assembly_download					4139940	67.5	1	4139940	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4139940	67.71950801219342	0.0	1	4139940			True	0.004582669750000001	2022.3835616438357	pandemic
CHN__SAMN42391128	CHN::SAMN42391128	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-25	2022-05-25	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391128	SAMN42391128	GCA_047323485	SRR31303450	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4107387	67.70630573646945	0.0	1	4107387			True	0.0046648841499999935	2022.3945205479451	pandemic
CHN__SAMN42391129	CHN::SAMN42391129	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-05-28	2022-05-28	day	2022	5	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391129	SAMN42391129	GCA_047323475	SRR31303449	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4113079	67.70137408009911	0.0	1	4113079			True	0.004670650849999993	2022.4027397260274	pandemic
CHN__SAMN42391130	CHN::SAMN42391130	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-06-11	2022-06-11	day	2022	6	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391130	SAMN42391130	GCA_047323465	SRR31303448	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4124553	67.70202734696342	0.0	1	4124553			True	0.0046351656499999975	2022.441095890411	pandemic
CHN__SAMN42391131	CHN::SAMN42391131	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-06-14	2022-06-14	day	2022	6	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391131	SAMN42391131	GCA_047323455	SRR31303447	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4121597	67.70154869580892	0.0	1	4121597			True	0.004664608849999994	2022.4493150684932	pandemic
CHN__SAMN42391132	CHN::SAMN42391132	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-08-07	2022-08-07	day	2022	8	PRJNA1133929	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN42391132	SAMN42391132	GCA_047323445	SRR31303446	ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109793	67.7041641756653	0.0	1	4109793			True	0.004676061649999994	2022.5972602739726	pandemic
CHN__SAMN45156014	CHN::SAMN45156014	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776		provisional_marker_or_published_annotation	SRS23447261	SAMN45156014	RRASM_SRR31615325	SRR31615325	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3895753	67.87658252461077	0.0	434	20831			True	0.004698722150000002	2022.4986301369863	pandemic
CHN__SAMN45156015	CHN::SAMN45156015	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447272	SAMN45156015	RRASM_SRR31615314	SRR31615314	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3876138	67.8402316945372	0.0	413	20870			True	0.004746067549999996	2022.4986301369863	pandemic
CHN__SAMN45156016	CHN::SAMN45156016	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776		provisional_marker_or_published_annotation	SRS23447283	SAMN45156016	RRASM_SRR31615303	SRR31615303	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3892930	67.76217399233995	0.0	444	21200			True	0.0046996425499999965	2022.4986301369863	pandemic
CHN__SAMN45156019	CHN::SAMN45156019	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447316	SAMN45156019	RRASM_SRR31615270	SRR31615270	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3880512	67.87488352052513	0.0	467	20981			True	0.004728681149999997	2022.4986301369863	pandemic
CHN__SAMN45156020	CHN::SAMN45156020	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447319	SAMN45156020	RRASM_SRR31615267	SRR31615267	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3877520	67.85819286554292	0.0	439	19944			True	0.0047172611499999954	2022.4986301369863	pandemic
CHN__SAMN45156021	CHN::SAMN45156021	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447320	SAMN45156021	RRASM_SRR31615266	SRR31615266	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3882030	67.86346318807428	0.0	469	20338			True	0.004694665149999994	2022.4986301369863	pandemic
CHN__SAMN45156022	CHN::SAMN45156022	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1193776	ptxP1/fim3-1	provisional_marker_or_published_annotation	SRS23447321	SAMN45156022	RRASM_SRR31615265	SRR31615265	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3908463	67.82904174863623	0.0	475	19983			True	0.004704441250000003	2022.4986301369863	pandemic
CHN__SAMN50152020	CHN::SAMN50152020	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152020	SAMN50152020	GCA_053473185		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3829603	67.88432116853888	0.0	259	22487			True	0.0046303563499999955	2022.4986301369863	pandemic
CHN__SAMN50152021	CHN::SAMN50152021	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152021	SAMN50152021	GCA_053473145		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3829744	67.88396300118232	0.0	259	22341			True	0.004648012449999994	2022.4986301369863	pandemic
CHN__SAMN50152026	CHN::SAMN50152026	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152026	SAMN50152026	GCA_053473045		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3823596	67.87244259069212	0.0	277	20546			True	0.004642032449999995	2022.4986301369863	pandemic
CHN__SAMN50152028	CHN::SAMN50152028	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152028	SAMN50152028	GCA_053473005		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3822305	67.86998944354258	0.0	281	20408			True	0.0046418301499999955	2022.4986301369863	pandemic
CHN__SAMN50152031	CHN::SAMN50152031	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152031	SAMN50152031	GCA_053472945		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821642	67.86784319410347	0.0	288	20270			True	0.004629967849999996	2022.4986301369863	pandemic
CHN__SAMN50152036	CHN::SAMN50152036	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152036	SAMN50152036	GCA_053472845		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3824700	67.87436923157372	0.0	281	20540			True	0.004653660149999995	2022.4986301369863	pandemic
CHN__SAMN50152040	CHN::SAMN50152040	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2022-01-01	2022-12-31	year	2022		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152040	SAMN50152040	GCA_053472765		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821503	67.8659679189052	0.0	304	19353			True	0.0046944598499999955	2022.4986301369863	pandemic
