tree_sample_id	level 1	level 2	tree_role	country_iso3	date_lower	date_upper	date_resolution	year	month	epidemic_period	project_id	preliminary_lineage_id	model_lineage_id	model_sublineage_id	lineage_definition_method	lineage_definition_seed	lineage_definition_n_pops
CHN__SAMN43024012	2	7	focal	CHN	2024-04-22	2024-04-22	day	2024	4	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024013	2	7	focal	CHN	2024-04-23	2024-04-23	day	2024	4	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024014	2	7	focal	CHN	2024-04-20	2024-04-20	day	2024	4	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024015	2	7	focal	CHN	2024-04-20	2024-04-20	day	2024	4	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024016	2	7	focal	CHN	2024-04-29	2024-04-29	day	2024	4	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024017	2	7	focal	CHN	2024-05-02	2024-05-02	day	2024	5	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024018	2	7	focal	CHN	2024-05-02	2024-05-02	day	2024	5	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024019	2	7	focal	CHN	2024-05-02	2024-05-02	day	2024	5	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024020	2	7	focal	CHN	2024-05-02	2024-05-02	day	2024	5	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024021	2	7	focal	CHN	2024-05-02	2024-05-02	day	2024	5	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024023	2	7	focal	CHN	2024-05-13	2024-05-13	day	2024	5	resurgence	PRJNA1143937		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024024	2	7	focal	CHN	2024-05-16	2024-05-16	day	2024	5	resurgence	PRJNA1143937		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024025	2	7	focal	CHN	2024-05-16	2024-05-16	day	2024	5	resurgence	PRJNA1143937		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024027	2	7	focal	CHN	2024-06-03	2024-06-03	day	2024	6	resurgence	PRJNA1143937		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024031	2	7	focal	CHN	2024-05-30	2024-05-30	day	2024	5	resurgence	PRJNA1143937	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024032	2	7	focal	CHN	2024-05-01	2024-05-31	month	2024	5	resurgence	PRJNA1143937		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN43024034	2	7	focal	CHN	2024-05-01	2024-05-31	month	2024	5	resurgence	PRJNA1143937		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583833	2	7	focal	CHN	2024-01-18	2024-01-18	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583834	2	7	focal	CHN	2024-01-18	2024-01-18	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583835	2	7	focal	CHN	2024-01-24	2024-01-24	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583837	2	7	focal	CHN	2024-01-25	2024-01-25	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583838	2	7	focal	CHN	2024-01-30	2024-01-30	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583839	2	7	focal	CHN	2024-01-30	2024-01-30	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583840	2	7	focal	CHN	2024-01-31	2024-01-31	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583843	2	7	focal	CHN	2024-02-02	2024-02-02	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583845	2	7	focal	CHN	2024-02-02	2024-02-02	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583846	2	7	focal	CHN	2024-02-02	2024-02-02	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583859	2	7	focal	CHN	2024-02-06	2024-02-06	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583863	2	7	focal	CHN	2024-01-31	2024-01-31	day	2024	1	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583865	2	7	focal	CHN	2024-02-08	2024-02-08	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583870	2	7	focal	CHN	2024-02-23	2024-02-23	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583871	2	7	focal	CHN	2024-02-26	2024-02-26	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583872	2	7	focal	CHN	2024-02-26	2024-02-26	day	2024	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583886	2	7	focal	CHN	2024-03-05	2024-03-05	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583912	2	7	focal	CHN	2024-03-15	2024-03-15	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583924	2	7	focal	CHN	2024-03-15	2024-03-15	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583927	2	7	focal	CHN	2024-03-18	2024-03-18	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583945	2	7	focal	CHN	2024-03-20	2024-03-20	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583946	2	7	focal	CHN	2024-03-20	2024-03-20	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583959	2	7	focal	CHN	2024-03-22	2024-03-22	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583972	2	7	focal	CHN	2024-03-25	2024-03-25	day	2024	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584005	2	7	focal	CHN	2024-04-03	2024-04-03	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584012	2	7	focal	CHN	2024-04-10	2024-04-10	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584022	2	7	focal	CHN	2024-04-12	2024-04-12	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584026	2	7	focal	CHN	2024-04-16	2024-04-16	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584033	2	7	focal	CHN	2024-04-18	2024-04-18	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584039	2	7	focal	CHN	2024-04-18	2024-04-18	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584040	2	7	focal	CHN	2024-04-18	2024-04-18	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584044	2	7	focal	CHN	2024-04-23	2024-04-23	day	2024	4	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584067	2	7	focal	CHN	2024-05-09	2024-05-09	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584068	2	7	focal	CHN	2024-05-09	2024-05-09	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584073	2	7	focal	CHN	2024-05-14	2024-05-14	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584075	2	7	focal	CHN	2024-05-16	2024-05-16	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584082	2	7	focal	CHN	2024-05-16	2024-05-16	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584094	2	7	focal	CHN	2024-05-24	2024-05-24	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44584104	2	7	focal	CHN	2024-05-30	2024-05-30	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590209	2	7	focal	CHN	2024-05-30	2024-05-30	day	2024	5	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590214	2	7	focal	CHN	2024-06-03	2024-06-03	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590219	2	7	focal	CHN	2024-06-06	2024-06-06	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590224	2	7	focal	CHN	2024-06-03	2024-06-03	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590233	2	7	focal	CHN	2024-06-13	2024-06-13	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590238	2	7	focal	CHN	2024-06-13	2024-06-13	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590242	2	7	focal	CHN	2024-06-19	2024-06-19	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590252	2	7	focal	CHN	2024-06-21	2024-06-21	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590257	2	7	focal	CHN	2024-06-27	2024-06-27	day	2024	6	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590261	2	7	focal	CHN	2024-07-01	2024-07-01	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590265	2	7	focal	CHN	2024-07-04	2024-07-04	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590268	2	7	focal	CHN	2024-07-04	2024-07-04	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590275	2	7	focal	CHN	2024-07-04	2024-07-04	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590276	2	7	focal	CHN	2024-07-04	2024-07-04	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590282	2	7	focal	CHN	2024-07-19	2024-07-19	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590283	2	7	focal	CHN	2024-07-19	2024-07-19	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590291	2	7	focal	CHN	2024-07-19	2024-07-19	day	2024	7	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590292	2	7	focal	CHN	2024-08-01	2024-08-01	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590294	2	7	focal	CHN	2024-08-01	2024-08-01	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590295	2	7	focal	CHN	2024-08-01	2024-08-01	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590307	2	7	focal	CHN	2024-08-27	2024-08-27	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590310	2	7	focal	CHN	2024-08-27	2024-08-27	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590311	2	7	focal	CHN	2024-08-27	2024-08-27	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590312	2	7	focal	CHN	2024-08-27	2024-08-27	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44590314	2	7	focal	CHN	2024-08-30	2024-08-30	day	2024	8	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156031	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156034	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156054	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156057	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156063	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156066	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152057	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152059	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152066	2	6	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152069	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152080	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152085	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152092	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152101	2	7	focal	CHN	2024-01-01	2024-12-31	year	2024		resurgence	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA751372	2	5	focal	FRA	2000-01-01	2000-12-31	year	2000		prepandemic	PRJEB2274	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMN03366100	2	5	focal	FRA	2007-01-01	2007-12-31	year	2007		prepandemic	PRJNA266616	fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMN03491902	2	5	focal	FRA	2008-01-01	2008-12-31	year	2008		prepandemic	PRJNA281570	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMN03491903	2	5	focal	FRA	2009-01-01	2009-12-31	year	2009		prepandemic	PRJNA281570	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA4700352	2	6	focal	FRA	2014-01-01	2014-12-31	year	2014		prepandemic	PRJEB27048	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMN09862835	2	6	focal	FRA	2014-01-01	2014-12-31	year	2014		prepandemic	PRJNA486745	ptxP3	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874185	2	6	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874186	2	6	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874187	2	6	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874188	2	6	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874189	2	5	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874190	2	6	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874191	2	6	focal	FRA	2023-01-01	2023-12-31	year	2023		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874193	2	6	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874194	2	5	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874195	2	6	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874196	2	6	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874197	2	7	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874198	2	6	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874199	2	7	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874200	2	6	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FRA__SAMEA115874201	2	6	focal	FRA	2024-01-01	2024-12-31	year	2024		resurgence	PRJEB42353	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
